fen,evaluation
rn1q1bnr/ppkbpppp/3p4/2p5/1P2P3/N2P4/P1P1QPPP/R1B1KBNR,45
rnbqk1r1/1p2b1pp/p1pppp1n/8/7P/1P2P3/P1PP1PP1/R1BQK1NR,-612
r1b1kbnr/p4p2/2nqp2p/1pp1P1p1/1P4PP/2p2P1N/P1PPQ3/R1B1KB1R,520
rnbqk1nr/ppp1p2p/5ppb/3p4/1P1P4/N5P1/P1P1PP1P/R1BQKBNR,17
rn1qkbnr/ppp1p1pp/3pb3/5p2/8/2N1P3/PPPPBPPP/R1BQ1KNR,-29
rnbqkr2/pppp1ppp/7n/2b1p3/4P2P/7R/PPPP1PP1/RNBQKBN1,85
r1bqkbr1/ppppp1pp/n4p1n/8/8/1PN2P1N/P1PPP1PP/R1BQKBR1,18
r1bqkb2/p1pp1p2/n5pr/1pP2P1p/1P1Pp1nP/8/P1Q1P3/RNB1KBNR,244
rnbqk2r/ppppp1bp/7n/5pp1/6P1/1PN1KP2/P1PPP2P/R1BQ1BNR,-226
r2qkbnr/p1p1pppp/2npb3/1p1B4/1P6/6PP/P1PPPP2/RNBQK1NR,-586
rnbqkb1r/p1ppppp1/7p/8/2p3P1/2nP1P2/PP1KP2P/RNB1QBNR,228
rnbqkb1r/p1pppppp/5n2/1p1P4/1P6/2P5/P3PPPP/RNBQKBNR,19
r2qkbnr/ppp1pppp/n7/3p4/P3P1b1/2P5/1P1P1PPP/RNBQKBNR,398
rnbqkbnr/ppppp2p/5p2/6p1/6Q1/4P1P1/PPPP1P1P/RNB1KBNR,59
rnbqkbn1/1p1p2p1/5p1r/p3p3/8/PPpP1P2/2K1P1PP/RN3BNR,-959
r1bqkbnr/pppppppp/8/4n3/1P6/2N5/P1PPPPPP/R1BQKBNR,-18
1n1qkbnr/rpp1pp1p/6p1/p2p1b2/4P1Q1/PP3NPB/2PP1P1P/RNB2K1R,472
rnb1k1nr/pppp2p1/4pq2/7p/1b2PP2/8/PPPP2BP/RNBQK1NR,-119
rnb1kbnr/pp1qp2p/2pp4/5pp1/P6P/5NP1/RPPPPP2/1NBQKB1R,164
r1b1kbnr/p2pppp1/n1q5/2p4p/1pP4P/4PPPB/PP1P4/RNBQK1NR,-19
r1bqkbnr/1pp1p2p/p1np2p1/P4pB1/3P4/7P/1PP1PPP1/RN1QKBNR,-66
rn1qk1nr/3p1pp1/b1p4p/pp2p3/8/b1NBP1P1/PPPP1P1P/R1BQK1NR,394
rnb1kbnr/2pp1pp1/p7/1p1q2Pp/1QP1p3/3PP2P/PP3P2/RNB1KBNR,-646
rn1qkbnr/pbppp2p/6p1/1p3p2/1P1P4/P1P4N/3RPPPP/1NBQKB1R,12
rnb1kb1r/pp1ppppp/1q5n/2p5/7P/P1NP2P1/1PPQPP2/R1B1KBNR,112
r1bqkbnr/p1p1pppp/3p4/1p6/1n2PQ2/5N2/PPPP1PPP/RNBK1B1R,9
rnb1kb1r/1pp1pp1p/3p1n2/pP3qp1/P4P2/2PP4/1B1KP1PP/RN1Q1BNR,-278
1rbqkbnr/pppppp1p/7B/6p1/1nPP4/5P2/PP2P1PP/RN1QKBNR,-470
rn1qk1nr/1pp1pp1p/p5pb/3p4/4P1bP/2N2R2/PPPPKPP1/R1BQ1BN1,-319
rn1qkb1r/pb1ppppp/7n/2pQ4/4P2P/p1P5/1P1P1PP1/RNB1KBNR,471
rnbqkbnr/1pppp3/5p1p/p5p1/4P2P/N4P2/PPPP1KP1/R1BQ1BNR,155
rn2kb2/p1q1ppp1/2p2n1r/1p1p1b1p/3N3P/3BP1P1/PPPP1P2/RNB1KQ1R,451
rnbqkb1r/pp1pp2p/2p2n2/5pp1/PP6/5P1N/2PPP1PP/RNBQKBR1,-110
r1bqkbnr/p1pn2p1/1p1p1p2/4p3/7N/3PP1P1/PPP1BP1P/RNBQK2R,541
rnb1k1nr/p1p1q1bp/1p1p1pp1/4p3/5P1P/NP1PP2N/P1P1B1P1/R1BQK2R,97
rnb1kbnr/p1p2ppp/1p1pp1q1/2P3P1/5P2/P3P3/1PQP2BP/RNB1K1NR,-545
rnb2knr/ppp3pp/4pp2/3p4/P6N/1P6/1BPPPKP1/RN1Q1BR1,862
rnb1kb1r/pp1p1ppp/3qpn2/2p5/3P2PP/7R/PPPNPP2/R1BQKBN1,229
1rbqkbnr/p1ppp3/n6p/1p3pp1/6P1/P4P1P/RPPPPK2/1NB1QBNR,-136
rnbq2nr/1p1pkp2/6p1/p1p1p2p/4P2R/P2P1P2/1PPBQ1P1/RN2KBN1,568
rnb2b1r/ppppkp2/2n1p3/4P2p/2P2pPq/3P4/PP1N1Q2/R1B1KBNR,-355
rnbqk1nr/pppp1ppp/4p3/8/4P3/8/PPPP1PPb/RNBQKBNR,450
rnbqkb1r/3pppp1/1p5n/p6p/2pPPP2/1PPQ3P/P5P1/RNB1KBNR,-681
r1b1kbnr/2pqp2p/np4p1/p2p1pN1/P3P2P/2P5/1P1P1PP1/RNBQKB1R,-69
r1bqkbnr/ppppppp1/8/6Pp/1n3P2/7B/PPPPP2P/RNBQK1NR,-63
rnbqkb1r/1pppp2p/5n2/p2N1pp1/5P2/6PP/PPPPP3/R1BQKBNR,-31
rnbqk1r1/1p1pppbp/2p4n/p5p1/6P1/3PP3/PPP1NP1P/RNBQKB1R,53
rnbqkbn1/ppp1pppr/3p4/7p/P2P1P2/R7/1PP1P1PP/1NBQKBNR,2
rnbqkb1r/pp1pp2p/8/2p2pB1/2P1P3/3P3P/PPQ2nP1/RN2KBNR,-262
rnbqkb2/1ppp1p1r/p3pnp1/7p/N7/4P2P/PPPP1PP1/1RBQKBNR,16
rnb1kb1r/1pqpp1pp/p1p2p1n/8/2P3P1/5P2/PP1PPKBP/RNBQ2NR,-77
r1bqkbnr/p3pppp/np6/3P4/1Pp1P3/8/P2P1PPP/RNBQKBNR,365
rn1qkbnr/p1pb4/3p3p/1p2ppp1/P1B1P3/5PP1/1PPP3P/RNBQK1NR,198
r1bqkb1r/pp2ppnp/2pp2p1/4N3/2P4P/P6R/RPQPPPP1/1NB1KB2,254
r1bqkb1r/pppppnpn/7p/5P2/6P1/BP5N/P1PPKP1P/RN1Q1B1R,62
rnbq1rk1/ppp2p1p/3p1n2/4pPp1/1b6/1QP3PN/PP1PPK1P/RNB2B1R,-205
r1bqkb1r/p1pp1pp1/Bp5n/4p3/4P3/2P5/PPnPQPPP/RNB2KNR,-297
rn1qkbnr/1bpppp1p/1p4p1/p7/PP4P1/2P4P/3PPP2/RNBQKBNR,-521
rnbqk1nr/pppp1pp1/3b3p/4p3/2P4P/N7/PP1PPPP1/R1BQKBNR,-40
r1bqkbnr/p2p4/1p3ppp/2p1p3/P6B/2PP1NP1/1P1QPP1P/RN2KB1R,214
r1bk1bnr/ppqp1ppp/n3p2B/2p5/1P6/2NP3P/P1PQPPP1/R3KBNR,-491
r1b1kb1r/2qpp3/6pn/ppp2p1p/Pn2P3/RBN4P/1PPPQPP1/2B1K1NR,283
r1bqkbr1/p1pppppp/1pn2n2/8/3P4/N1P1P3/PP3PPP/R1BQKBNR,63
rnb1kbnr/pp1pp1p1/7p/q4p2/5PP1/Pp2P3/R1PP3P/1NBQKBNR,-558
r1bq1bn1/pppkp1r1/n2p1p2/2P3p1/P3PP1p/5QP1/1P1P1K1P/RNB2BNR,-132
1rNq1b2/pppp1ppr/2n1k2p/4p3/2PP4/4P3/PP1BQPPP/2R1KBNR,762
1n1qkbnr/1p3ppp/r1ppp3/p7/P5P1/1P1P4/R1P1PP1P/1NBQKbNR,-85
rn1qkbnr/p1pb1ppp/1p1pp3/7Q/2P1P3/8/PP1P1PPP/RNB1KBNR,33
rnbq2nr/pp1ppk1p/2p4b/6p1/1P1P1p2/5P2/P1PBPKPP/RN1Q1BNR,43
rn2kbnr/pp5p/1q1pb1p1/2p1pp1P/1P6/P5PN/R1PPPP1R/1NBQKB2,-259
r1bqkb1r/1p1np1pp/p6n/2pp1p2/1PBP4/P3PPP1/2P4P/RNBQK1NR,-371
rnbq1k1r/pppp1ppp/7n/4p3/1b6/1P3P2/P1PPP1PP/RNBQKBNR,-27
rnbq1rk1/1ppp2pp/p3pn2/2b2pP1/5P2/PP2P2B/2PP3P/RNBQ1KNR,360
r1b1kbnr/p1qpp2p/np1N1pp1/8/P1pP1PPN/8/1PPBP2P/R2QKB1R,-258
rnbq1bnr/pppp1kp1/4p3/5p1p/1P6/P3P3/1BPP1PPP/RN1QKBNR,170
rnbqkbnr/1p1ppppp/2p5/p7/P5P1/5N2/1PPPPP1P/RNBQKB1R,-49
r1bqkb1r/p1p1pppp/5n2/np1p4/6P1/PP3P1N/2PPP1BP/RNBQK2R,24
rnbqkbnr/1p1ppppp/p7/2p5/3P4/NP6/P1P1PPPP/R1BQKBNR,-169
r2q1bn1/ppp1kppr/2npp2p/5b2/P3PP1P/BP1B1KP1/2PP4/RN1Q2NR,371
rn1qkb1r/1pp1p1pp/3p4/p4b1n/P3N2P/1P6/2PPPP2/1RBQKBNR,57
rnb2k1r/ppBp1n1p/6p1/2b1pp2/4P3/1P1P2PP/2P1KP2/RN1Q1BNR,719
rnb1kb1r/pq3Npp/1p1p1n2/2p1p3/5PB1/PP2P3/2PP2PP/RNBQK1R1,215
rnbqkbn1/pp1p1pB1/4p2r/7p/2p5/PP1P4/2P1PPPP/RN1QKBNR,358
r1bqk2r/pppp1p1p/n4n1b/4p1p1/PN2PP2/R6P/1PPP1KP1/2BQ1BNR,-127
rn1qkbnr/pp1bp1p1/B1pp4/5p2/1P1PP1pP/5P2/P1P4R/RNBQK1N1,158
rnbq1bnr/p3pkpp/1ppp1p2/8/6P1/PPP5/1Q1PPP1P/RNB1KBNR,-140
rnb1kb1r/pp1p1pp1/2p2n1p/3Pp3/7P/4PN2/PPq2PP1/RNBQKB1R,677
r1b1kbnr/1p1pp2p/p1p3p1/5pB1/1n6/2q2NP1/P1PQPP1P/R3KB1R,553
rnb1kbnr/1p2p3/p1pp2pp/5p2/1B6/1PN2N2/2PPPPPP/R2QKBR1,725
rnb2bnr/p1ppkp1p/4p2q/1p4N1/2PP3P/5P2/PPQ1P1P1/RNB1KB1R,477
rnbqkb1r/pp1p2p1/4pp1p/P4n2/2pP3P/N3BN2/1PP1PPP1/R2QKB1R,-211
rnbqk1nr/pppp1ppp/3bp3/8/2P5/4PP2/PP1P2PP/RNBQKBNR,-151
rnb1kb1r/pp1p2pp/5p1n/1N2p2P/2p5/1Rq2P2/P2PP1P1/2BQKBNR,605
r1bqkb1r/p1pnpp2/8/1p1p1np1/1PPP1N1p/5P2/P3P1PP/RNBQKB1R,-491
rnbqkbn1/p1p1pppr/3p3p/1p4N1/8/2PP4/PP2PPPP/RNBQKB1R,548
rn1k1bnr/1p1qpppp/1P6/p1pP1b2/P7/3P1N1P/2P2PP1/RNBQKBR1,210
rn1qk2r/ppp1npb1/8/3P2p1/P2P1p1p/1Q3P1b/1P2P1PP/RNB1KBR1,-48
r1bq2nr/1pppkppp/2nb4/p3p3/4PPPP/2P5/PP1PN3/RNBQKB1R,43
rnbq1b1r/ppp1kp1p/4pnp1/3p2B1/3P4/5P2/PPP1PKPP/RN1Q1BNR,-91
r1bq1knr/p1pppp2/1pn4p/6p1/1PP2NP1/N7/Pb1PPP1P/R1BQKB1R,-432
r2qkb1r/ppp1pppp/2np1n2/8/P1bP1B2/7R/1PP1PPPP/1N1QKBNR,-221
1rbqkb1r/p1ppp2p/1pn4n/5pp1/1QP4N/6P1/PP1PPP1P/RNBK1B1R,-761
rn1qkb1r/p1pppp1p/bp4p1/8/3P2P1/2P2P1n/PP1KP2P/RNBQ1BNR,491
rnbqk1r1/ppp2ppp/7n/3pp3/1bB1P3/2P2N2/PP1PQP1P/RNB1K1R1,-220
rnb1k1nr/pppp1ppp/3qp3/7Q/1B1P4/4P3/P1P2PPP/RN2KBNR,486
rnbqkbnr/1pp2pp1/8/p2B3p/4p1P1/P6P/1PPPPP2/RNBQK1NR,-511
r1bqk1nr/p1ppb3/np4p1/3PpPBp/8/2Q2N2/PPP1PP1P/RN2KB1R,225
rnB1k1n1/2pp1p1r/p2bpPp1/7p/1pP5/5P1N/PP1P2PP/RNBQ1RK1,865
rnbqkbnr/1p4pp/2p1pp2/p2p4/2PP1PP1/8/PP1NP2P/R1BQKBNR,-25
r2qkbnr/p1p1ppp1/b1n4p/1p2N3/3p2P1/P2P3B/1PP1PP1P/RNBQK2R,409
rnbqkb2/1ppppppr/p4n2/7p/2B3P1/4PP1N/PPPPQ2P/RNB1K2R,151
rnbqkbnr/pp1ppp1p/2p3p1/2Q5/8/4P3/PPPP1PPP/RNB1KBNR,-92
rnbqkb1r/pp1pp1pp/7n/2p5/1PP1Pp2/2N4P/P2P1PP1/R1BQKBNR,163
rnbqk2r/pppp1ppp/4p2n/8/PbP3P1/R7/1P1PPPBP/1NBQK1NR,-286
rn1Nkbnr/pp6/5p1p/2pppbp1/1P4P1/N6P/PBPPPP2/R2QKB1R,586
rnb1kb1r/1ppp3p/p4qpn/4p1N1/2P1pP2/1Q6/PP1P2PP/RNB2BKR,-538
rn1qkbnr/2pb1pp1/pp1pp2p/1P6/3P4/B1P2PPB/P3P2P/RN1QK1NR,-86
rn5r/pbppqkbp/6pn/1p2pp2/P5PP/1P3N1R/2PPPP2/RNBQKB2,2
rn1qkb1r/2p2ppp/b6n/pp1p4/4p1PP/P4N2/RPPPPP2/2BQKB1R,-556
rnb1k2r/ppp1qpbp/3p3n/P3p3/1PPR2Pp/8/3PPP2/1NBQKBNR,-551
rnbq1bnr/3pk2p/1p3p1B/p1p1p1pQ/2P1P2P/3P4/PPN2PP1/R3KBNR,277
r2qkbnr/pp1bpppp/n1p5/3p4/2P1Q1P1/7P/PP1PPP2/RNB1KBNR,-676
r1bqkbnr/p1pp1ppp/8/1pP1p3/1n3P2/PQ6/1P1PP1PP/RNB1KBNR,-17
1rb2b1r/ppp1kppp/n7/3pp3/1P1P3P/B1N4N/P1PQPqP1/R2K1B1R,331
r1bqkbnr/pppp1ppp/2n1p3/8/1P6/6PN/P1PPPP1P/RNBQKB1R,-170
rnq1kbnr/2p1pp1p/4b1p1/p2p4/2P4P/pP5N/3PPPPR/RNBQKB2,-15
r1bqkb1r/pp1ppppp/n1p5/2P2Q2/1P4n1/P5P1/3PPP1P/RNB1KBNR,-120
1rbqkbnr/2p2p1p/p2pp3/np2N1p1/4P3/P4P2/1PPP2PP/R1BQKB1R,-396
rnbqkbnr/1ppp1p1p/p7/4p3/P5P1/5N2/RPPPP1PP/1NBQKB1R,-148
r2qkbnr/pp5p/n1pp1p2/4pb2/5p2/P2PPN1P/1PP3P1/R1BQKBNR,0
rnb1kb1r/p1pqp1pp/5n2/1p1p1p2/1P4P1/P4P1B/2PPP2P/RNBQK1NR,29
rnbq1bnr/pppkppp1/8/3p3p/4P2P/N4P2/PPPP2P1/R1BQKBNR,37
r1bqk2r/p1pp3p/np2p2n/R1b2pp1/8/2N1P3/1PPP1PPP/1NBQKB1R,-375
rnbqkb1r/1ppppppp/p7/5n2/1P5P/N4P2/P1PPP1P1/R1BQKBNR,-282
1r1qkbnr/1bpppppp/pp6/4n3/8/3P4/PPP1PPPP/RNBQKBNR,-40
rnbqk2r/1p1p1pbp/Q5p1/pN2pn2/P1p1P3/5P1P/1PPP2P1/R1BK1BNR,319
rnb1kb1r/ppppqppp/7n/4p3/6PP/8/PPPPPP2/RNBQKBNR,-179
rnb1kbn1/pppp1p1r/6pp/4p3/P1B1P2q/8/1PPP1PPP/RNBQK1NR,176
r1bqkbnr/pp1ppppp/n1p5/8/3N1P2/8/PPPPP1PP/RNBQKB1R,-131
rnbqk1nr/pppp3p/3bppp1/8/P6P/RPNP4/2P1PPP1/2BQKBNR,-161
rn2kbnr/p1pp1ppp/bp6/4pP2/4K1P1/2P2q2/PP1PP2P/RNBQ1BNR,577
rnbqkbnr/1pppp1pp/5p2/p7/8/N4N2/PPPPPPPP/1RBQKB1R,-36
rnb1qb1r/pp1pB1pp/2p3kn/4pp2/P1N1P3/1P1P4/2P1BPPP/R2QK1NR,-201
rnbqkbn1/1pppp1pr/p6p/5p2/1PPP3P/B7/P3PPP1/RN1QKBNR,111
r2qkb1r/pbppp1pp/2n2n2/1p3p2/P1N4P/1PP1P1PR/R2P1P2/2BQKBN1,329
r1bq1bnr/ppppp2p/2n2p1k/6pN/6P1/2P5/PPQPPP1P/RNB1KB1R,327
rnb1k1nr/p1p2ppp/4p3/1pbp2q1/2P2N2/P3P3/3P1PPP/RNBQKB1R,-170
rn1qkb1r/p1p1ppp1/1p1pbn1p/8/3NN3/6P1/PPPPPP1P/R1BQKB1R,284
r3kb1r/p2ppppp/b1B5/2p4n/1qP5/4PPP1/PP1P1Q1P/RNB1K1NR,547
rnbqkbnr/1pppp2p/p4p2/2P3p1/8/PQ6/1P1PPPPP/RNB1KBNR,-14
r1bqkbnr/pp1ppppp/n7/2p5/1P6/2N5/PBPPPPPP/R2QKBNR,-95
rnb1kb1r/p1ppnpp1/4p2p/1pP5/P6N/BP6/3PPqP1/RN1QKB2,398
rnbq1bnr/ppppkp2/4p2p/8/5PP1/2P2NP1/PP1PP3/RNBQKB1R,268
rnbqkbnr/1pp2pp1/4p3/p2p3p/3PP3/4Q3/PPP2PPP/RNB1KBNR,130
r1bqkbnr/1p2pp1p/2pp4/p5p1/P2Pn3/5N2/RPPNPPPP/2BQKB1R,-13
rnbqkbnr/p3pp1p/1p1p2p1/2p5/P1PP4/8/1P1NPPPP/R1BQKBNR,-179
rn1qkbnr/ppp1ppp1/3pb3/6Np/8/2N5/PPPPPPPP/R1BQKB1R,230
rnb1kb1r/2pqpppp/1p1Q3n/p2p4/2PP4/4P3/PP3PPP/RNB1KBNR,-632
r1b1qbnr/pppkp1pp/2np4/5p2/3NP1P1/P2B4/1PPP1P1P/RNBQK2R,-382
r2q3r/1ppbpkbp/p1n2p1n/3p1Np1/1P2P3/P1N2P2/2PP2PP/1RBQKB1R,221
r3kbnr/p1p1pp1p/4q3/1p3bp1/7P/3Q4/PP1PPPP1/RNB1KB1R,215
rnbqkbnr/p2pp1pp/8/1pp2p2/2P1P3/P4PP1/1P1PK2P/RNBQ1BNR,-100
r1bqkbnr/ppp1pppp/n2p4/8/N7/5N2/PPPPPPPP/R1BQKB1R,20
rnbqkb1r/pppp1p2/6pp/3np3/4P3/2P2P2/PPBP2PP/RNBQK1NR,445
rnb1kb1r/ppqpn2p/2p5/4ppp1/P1P1P3/8/1P1PQPPP/RNB1KBNR,177
rnbqkbnr/pp1p1ppp/8/2p1p3/5P2/N2P4/PPP1P1PP/R1BQKBNR,-26
r1bq1knr/pppp4/n5pp/4pp2/1PN5/2K4N/P1P1PPPP/R1BQ1BR1,415
r1bq1b1r/1pppkp1p/4p3/p5pn/1n3P1P/1PBP2P1/P1P1P3/RN1QKBNR,383
rnb1kbnr/pp1ppp1p/2p3p1/q7/2P5/4PNP1/PP1P1P1P/RNBQKB1R,33
rnbqkbnr/pppppppp/8/8/7P/2P2P2/PP1PP1P1/RNBQKBNR,-34
rnbqkbnr/p3pp2/2p4p/1pPpN1p1/6P1/8/PP1PPP1P/RNBQKB1R,8
rnbqkbnr/pp2pppp/2p5/3p4/P4P2/7P/1PPPP1P1/RNBQKBNR,-273
r1bqkbnr/p1p5/3pp3/np3p1p/2P1PP2/7Q/PP1P2PP/RNB1KBNR,262
rnbqk2r/pp2bp1p/4pnp1/2pp4/4PPP1/P6N/1PPP3P/RNBQKB1R,-105
r1bqkbnr/p2pp1pp/2n5/2p1Pp2/1pPP4/8/PP2KPPP/RNBQ1BNR,-115
rnbqkb1r/pp1ppp2/2p2npp/8/4P2P/8/PPPP1PPN/RNBQKB1R,34
rnbqk1nr/p2p2pp/1pp2p2/4p3/2P2P2/bP5P/P2PP1P1/RNBQKBNR,-86
rnb1kbnr/pp1ppppp/8/2p5/6P1/2P2P1N/PP1PP2q/RNBQKB1R,642
rnq2bnr/p1k1p1pp/1p4P1/1bpp1p2/2P5/2KPB2B/PP2PP1P/RNQ3NR,372
rnbqkbnr/3ppppp/1pp5/p7/P5P1/2P5/1P1PPP1P/RNBQKBNR,11
r1bq1kr1/p1pp1npp/n7/1p2Np2/1b1PPPP1/P4Q2/1PPN3P/R1B1KB1R,579
rnbqkbnr/pppp1p1p/8/4p1p1/8/P7/1PPPPPPP/RNBQKBNR,91
r1b1kbnr/1p1pp1p1/pqn5/2p2p1p/2P5/1P3P1P/PB1PP1P1/RNQ1KBNR,-34
rn1qkbnr/pb1ppppp/1p6/2p5/2P4P/5N1R/PP1PPPP1/RNBQKB2,-32
rn1qkbnr/p1p1p3/bpNp4/5ppp/2P2P2/3P4/PP1QP1PP/RNB1KB1R,705
rnbqkb1r/pp1ppp1p/6pn/2p5/P7/BP3P2/2PPP1PP/RN1QKBNR,-124
rnbqkbnr/pp1p1ppp/2p1p3/8/8/4PP1N/PPPP2PP/RNBQKB1R,-46
rn1qkbnr/ppp1pppp/3p4/8/1P4P1/7N/b1PPPP1P/RNBQKB1R,514
r1bqkbnr/pppp2pp/n3p3/8/P4p2/6PP/RPPPPP2/1NBQKBNR,99
rnbqkb1r/p2pppp1/1pp1N3/3n3p/P7/8/RPPPPPPP/1NBQKB1R,603
rnbqkb1r/p2ppp1p/6pn/1pp5/2P1PP2/8/PP1P1KPP/RNBQ1BNR,-157
rn2kbnr/4pp1p/1p1q4/p1pp4/N5P1/P2bB3/1PP1PNPP/R2QKB1R,497
r1bqkbnr/pp1pp1pp/2n5/2p5/4pP2/1P6/P1PPP1PP/R1BQKBNR,-558
r1bq1bnr/pppppkpp/n7/5p2/Q1P5/8/PP1PPPPP/RNB1KBNR,109
rnbq2n1/ppppkppr/B3p3/1N5p/5P1b/4P1PN/PPPPK2P/R1BQ3R,-427
r1bqkb1r/pppppppp/n7/5n2/2B5/2P1P3/PP1P1PPP/RNBQK1NR,47
rnbqk2r/pppp1p1p/6pb/4p2n/7P/1P2PP2/P1PP2P1/RNBQKBNR,24
rnbqk1nr/ppppbppp/8/4p3/4P3/P7/1PPPNPPP/RNBQKB1R,-25
1r1qkbnr/p2bpppp/npp5/3p4/2P5/3PBPPP/PP1KP3/RN1Q1BNR,-99
rnb1kb1r/pp1ppp2/5n1p/2p3p1/2PPPq2/7N/PP2KPPP/RNBQ1BR1,582
r1bqkbnr/4ppp1/n6p/1pp2P2/PpPp1N2/4PQP1/3P3P/RNB1KB1R,140
rnb1kbr1/pppqpppp/3p4/6N1/1PP1P3/8/PB1P1nPP/RN1QKB1R,383
r1bqkbnr/p1pppppp/1pn5/2P5/8/7P/PP1PPPP1/RNBQKBNR,-162
r2qkbnr/1bpnpp1p/p2p4/1p4p1/6P1/NP2KP2/P1PPP2P/R1BQ1BNR,-327
rn1qkbnr/p3pppp/b1p5/1p1p4/8/P1P2P1P/1P1PP1P1/RNBQKBNR,-75
rnbqkb2/p1pp1pp1/7r/1p2p3/3PN1np/PP2P3/2PK1PPP/R2Q1BNR,-634
rnbqk1nr/1ppp1ppp/4p3/p7/7P/b1N5/PPPPPPP1/1RBQKBNR,581
rnbqk1nr/pppp1p2/7p/4p1p1/1b1P4/2P3P1/PP1QPP1P/RNB1KBNR,508
rnb1kb1r/pp2pppp/3p3n/2p2q2/3P1Q1P/1P6/P1P1PPP1/RNB1KBNR,-171
rnb1kb1r/2pp1ppp/1p6/p3p3/P1q3n1/4P3/RPPP1PPP/2BQKBNR,540
rnbqkbn1/ppp1pp2/3p4/4P1pr/NP5P/7N/P1PP1PP1/R1B1KB1R,-628
rnbqkbnr/3p1pp1/1p2p3/p1p5/4P1Qp/5N2/PPPP1PPP/RNBK1B1R,-46
rnbqkb1r/p2pp1pp/1p6/8/P4pP1/1PpQ3N/4P1PP/RNB1KBR1,150
rnbqk1nr/ppp1p3/6pb/3p1p1p/1P1P4/6PN/P1PQPP1P/RNB1KB1R,-509
1rbqk2r/p1pp1p1p/1pnbp3/5Np1/1P4n1/8/PBPPPPPP/RN1QKB1R,460
rnbqkbn1/ppp1ppp1/7r/3p3p/2PP4/P3P2P/1P3PP1/RNBQKBNR,187
rn2kbnr/ppp3p1/2b1p1q1/2Bp1p1p/PP6/2NPQ2N/2P1PPPP/R3KB1R,51
r1bqkbnr/pppppp1p/2n3p1/8/5P2/6P1/PPPPP2P/RNBQKBNR,-31
rnbqkb1r/ppppp1pp/5p1n/8/4P3/P5P1/1PPP1P1P/RNBQKBNR,76
r1b1kbr1/pp1ppp1p/n5pn/8/P1p2PP1/1P5N/1BPNP2P/R2QKB1R,686
rnbqkb1r/2pp1p1p/pp2pBpn/8/8/1P1P4/P1P1PPPP/RN1QKBNR,567
rnbqkbnr/pp1pp2p/2p3pB/5p2/P7/RQPP4/1P2PPPP/1N2KBNR,-620
rn1qkbnr/p1ppp2p/b4ppB/4N3/1p5P/2PP4/PP2PPP1/RN1QKB1R,-476
rnb1kbnr/2pp1pp1/pp3q2/8/1PP3p1/B1N1P2N/P2K1P1P/2RQ1B1R,-354
r3kbnr/pbq1p2p/np1p4/2p2pp1/1P1P4/3QB3/P1P1PPPP/RN2KBNR,-126
rn1qkbnr/1pp1p1pp/p7/5p2/3p2P1/R4N2/bPPPPP1P/RNBQKB2,261
r1bqkbnr/p1p1p2p/2np2p1/1p1P1p2/7P/3Q1K2/PPP1PPP1/RNB2BNR,252
rnbqkbnr/pp1p1ppp/8/2p1p3/8/PPN5/2PPPPPP/R1BQKBNR,-43
r1bqkbnr/pp1pppp1/n1p4p/8/1PP3PP/8/P2PPP2/RNBQKBNR,-212
r1bqkb1r/1ppppppp/2n2n2/p7/P7/4P3/RPPP1PPP/1NBQKBNR,-54
1r1qkb1r/ppp1pp2/n2p2pp/2N2b2/P5n1/1P3N2/2PPP1PP/R1BQKB1R,-91
1rbqkbnr/ppp1pp2/n2p2pp/1N6/8/2P1PP2/PP1PK1PP/R1B1QBNR,-105
rnbqk1nr/p1pp3p/7P/1p2ppp1/P5P1/bP3P1N/2PPP1R1/RNBQKB2,13
rnbqkbnr/ppp2ppp/8/3pp3/7P/2N3P1/PPPPPP2/R1BQKBNR,-112
rnbk1bnr/pp3ppp/2pqp3/PP1p4/8/5PP1/2PPP2P/RNBQKBNR,-184
rnbqkbnr/1p2ppp1/p1pp4/1N5p/7P/3P4/PPP1PPP1/R1BQKBNR,0
rnbk1bnr/1p3p1p/2p5/p2pp1pB/3qP2P/B1P3P1/P2P1P2/RNQ1K1NR,684
rnbqkbnr/p1pp1ppp/4p3/1p6/P7/2NP4/1PP1PPPP/R1BQKBNR,-64
rn1qkbnr/p3pppp/1Q6/1bpp4/P1P5/8/1P1PPPPP/RNB1KBNR,-458
rnbqkbnr/ppp1p1pp/5p2/3p4/2P5/3PP3/PP3PPP/RNBQKBNR,53
1nq1kbnr/rpp1p2p/p2pb3/5pp1/P1PP4/5P2/1P1QN1PP/RNB1KB1R,300
2bqkb2/1ppppppr/n4n2/P6p/r7/2NPPN1P/P1PB1PP1/R2QKB1R,649
rnbq2nr/ppppkp1p/4p1pb/8/8/P3PP1P/1PPPN1PR/R1BQKBN1,-1
r1bqkbr1/pppppp1p/8/6pn/1n1PPP2/3Q4/PPP1N1PP/RNB1KBR1,253
rnbqkbn1/p1p1p1p1/1p1p3r/5p1p/2P1P1QP/3B4/PP1P1PP1/RNB2KNR,-733
rnbqkbnr/2ppppp1/8/p6p/1p1P3P/NP3N2/P1P1PPP1/R1BQKB1R,-339
rnbqkbr1/pppppppp/5n2/8/1P5P/7R/P1PPPPP1/RNBQKBN1,-123
r2k1bnr/p1ppqppp/1pn1p3/8/1P6/B3PQ1P/P1PP1PP1/RN2KbNR,-32
rnbqkbnr/pppp3p/8/4ppp1/5PP1/4P3/PPPP3P/RNBQKBNR,173
